iter	Logloss
297	0.08741970976
298	0.08736263778
299	0.08703420833
300	0.08654375133
301	0.08651668297
302	0.08644360411
303	0.08590036952
304	0.08586217686
305	0.08565336787
306	0.08558580547
307	0.08510097344
308	0.08483754232
309	0.08452305822
310	0.08425473881
311	0.08424402568
312	0.08384671468
313	0.08384278577
314	0.08370147065
315	0.08366938837
316	0.08353965439
317	0.08330521041
318	0.08324861812
319	0.08320581128
320	0.08297430255
321	0.08256369151
322	0.08255148791
323	0.08217914376
324	0.08193754436
325	0.08175763684
326	0.08153352338
327	0.08147821027
328	0.08116975659
329	0.08111671059
330	0.08111452914
331	0.08096324898
332	0.0806408728
333	0.08029707035
334	0.0798178176
335	0.07972825216
336	0.07955029196
337	0.07940568182
338	0.07920730043
339	0.07907456267
340	0.07896583237
341	0.07885044349
342	0.07873599115
343	0.07853481156
344	0.0784150826
345	0.07839492981
346	0.07823665413
347	0.07819248245
348	0.07806561521
349	0.07740823095
350	0.07726073693
351	0.07696648558
352	0.07668183949
353	0.07660195356
354	0.07639817563
355	0.07608594723
356	0.07584490748
357	0.07580437346
358	0.07530091337
359	0.0751346314
360	0.07507030122
361	0.07506609249
362	0.07489261513
363	0.07465561279
364	0.07456327199
365	0.0741601647
366	0.07415721231
367	0.07375604664
368	0.07357340373
369	0.07322300551
370	0.07311123146
371	0.07295905473
372	0.07282394706
373	0.07267974808
374	0.07257070941
375	0.07229028919
376	0.07220692549
377	0.07180427506
378	0.07168292999
379	0.07145690918
380	0.07114034641
381	0.070784466
382	0.07035763107
383	0.07010526143
384	0.07003797885
385	0.06980798915
386	0.06970169159
387	0.06945592915
388	0.06943693561
389	0.06932452196
390	0.0691668459
391	0.06903377122
392	0.06894537646
393	0.06887867065
394	0.06862294317
395	0.06837873973
396	0.06834155785
397	0.06831136578
398	0.06824898291
399	0.06814379892
400	0.06812268103
401	0.06809667484
402	0.06808448837
403	0.06787004871
404	0.0678299487
405	0.06770663347
406	0.06768142677
407	0.06756820222
408	0.06749680799
409	0.06748081824
410	0.06745072325
411	0.06743172971
412	0.06741970885
413	0.06737800986
414	0.06736053535
415	0.06729240189
416	0.06726353468
417	0.0669703969
418	0.06695718822
419	0.06692660212
420	0.06689688974
421	0.06689350334
422	0.06686476747
423	0.06672502849
424	0.06669131296
425	0.06660348926
426	0.06656376045
427	0.06644887981
428	0.06638904389
429	0.06632362868
430	0.06631495424
431	0.06631508559
432	0.06629209461
433	0.06625754533
434	0.06623802642
435	0.06623707846
436	0.06622714197
437	0.06614171102
438	0.06613925546
439	0.06600577531
440	0.06586766957
441	0.06576897284
442	0.06566222414
443	0.06565750145
444	0.06562777765
445	0.06545225018
446	0.06532252192
447	0.06514894177
448	0.06485959584
449	0.06484389162
450	0.06482871278
451	0.06476752344
452	0.06476759768
453	0.06475153369
454	0.06473808517
455	0.06472509921
456	0.06469453024
457	0.06461201742
458	0.06455510533
459	0.06443503374
460	0.06442611946
461	0.06431034796
462	0.06423204959
463	0.06412070954
464	0.06397154802
465	0.06393456602
466	0.06385127085
467	0.06358926739
468	0.06349827429
469	0.06348167922
470	0.06343577722
471	0.063339182
472	0.0632514611
473	0.06314565464
474	0.06307861191
475	0.06307265002
476	0.06298278763
477	0.06275399716
478	0.06256627751
479	0.06254755808
480	0.0625362796
481	0.06229658184
482	0.06227610354
483	0.06199524931
484	0.06189557607
485	0.06179533176
486	0.06179525181
487	0.06171774721
488	0.0616078234
489	0.06153947293
490	0.06134231933
491	0.06131804917
492	0.06123794053
493	0.06115089919
494	0.06107201262
495	0.0610221246
496	0.06094080531
497	0.0609144108
498	0.06078233548
499	0.06077265026
